BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,CountyOrParish,MlsStatus,AttachedGarageYN,ParkingTotal,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,OriginatingSystemName,OriginatingSystemSubName,flag_missing_coords,flag_zero_coords,flag_bad_longitude
Mlslistings,Mlslistings,"Tile,Wood",False,,,1153404415,2026-02-09,1051500.0,Carol,Cunningham,37.35599419,-121.90435653,1015 N 2nd Street,Residential,1710.0,1051500.0,0,Compass,Compass,,Carol Cunningham,,,ML5090725,Marlo,Jones,,1153404415,699 - Not Defined,Santa Clara,Closed,False,2.0,SingleFamilyResidence,0.1426,,Mlslistings,1929.0,1015.0,ML82035959,2.0,San Jose,3.0,2026-02-09,,2026-02-09,2026-02-09,CA,True,,,6210.0,,False,2.0,San Jose Unified,95112,,6210.0,CRMLS,CRMLS_MLSL,False,False,False
PalmSprings,PacificSouthwest,,True,False,349000.0,1153404080,2026-02-26,324000.0,Michael,Martinez,33.862623,-116.54362,3666 Sunburst,Residential,925.0,349000.0,0,RE/MAX Freedom,Equity Union,,Michael Martinez,,,PS48856,Dean,Keefer,Monthly,1153404080,331 - North End Palm Springs,Riverside,Closed,,1.0,Condominium,0.0212,Palermo (33112),PalmSprings,2007.0,3666.0,PT26040132,2.0,Palm Springs,1.0,2026-02-26,William,2026-02-23,2026-02-23,CA,False,1.0,One,925.0,1.0,False,0.0,Palm Springs Unified,92262,590.0,925.0,CRMLS,CRMLS_CRM,False,False,False
Newport,OrangeCounty,Laminate,False,False,2450000.0,1153402916,2026-02-20,2450000.0,Nick,Dodd,33.635392,-117.905625,433 431 E 19th,Residential,1520.0,2450000.0,0,Kase Real Estate,Kastell Real Estate Group,,Nick Dodd,,,NP60731,Tina,Horgan,,1153402916,C5 - East Costa Mesa,Orange,Closed,False,8.0,Duplex,0.19,Eastside Central (ECCM),Newport,1951.0,433.0,OC26039996,2.0,Costa Mesa,2.0,2026-02-20,,2026-01-17,2026-01-17,CA,False,1.0,One,8276.0,2.0,False,2.0,Newport Mesa Unified,92627,0.0,8276.0,CRMLS,CRMLS_CRM,False,False,False
,Mlslistings,"Tile,Wood",False,,,1153402401,2026-02-23,1330000.0,Cesar,Yanez Hernandez,37.70025475,-122.41563225,1047 Schwerin Street,Residential,2330.0,1330000.0,0,Compass,,,Cesar Yanez Hernandez,,,ML466864,LaDonna,Azagra,,1153402401,699 - Not Defined,San Mateo,Closed,True,2.0,SingleFamilyResidence,0.0574,,,2005.0,1047.0,ML82035949,3.0,Daly City,3.0,2026-02-23,,2026-02-23,2026-02-23,CA,True,,,2500.0,,False,2.0,Other,94014,,2500.0,CRMLS,CRMLS_MLSL,False,False,False
PacificWest,PacificWest,"Stone,Tile,Wood",True,True,3150000.0,1153401519,2026-02-23,3060000.0,Nik,Hennessee,33.968751,-117.95504,346 Leucadia,Residential,5156.0,3150000.0,0,Compass,Compass,Compass Newport Beach,Nik Hennessee,Raye,Smith,PWNIKHEN,Nik,Hennessee,,1153401519,88 - La Habra Heights,Los Angeles,Closed,True,11.0,SingleFamilyResidence,1.3135,,PacificWest,1999.0,346.0,PW26038095,5.0,La Habra Heights,4.0,2026-02-23,,2026-02-16,2026-01-09,CA,True,1.0,One,57218.0,4.0,False,7.0,Fullerton Joint Union High,90631,0.0,57218.0,CRMLS,CRMLS_CRM,False,False,False
Mlslistings,Mlslistings,"Laminate,Tile",False,False,465000.0,1153395992,2026-02-25,475000.0,Matt,Cossell,37.24839806,-121.80741827,5588 Makati,Residential,744.0,465000.0,0,KW Bay Area Estates,Intero Real Estate Services,,Matt Cossell,,,ML5104293,Jacquelin,Beveridge Ambriz,Monthly,1153395992,699 - Not Defined,Santa Clara,Closed,False,1.0,Condominium,0.0288,,Mlslistings,1985.0,5588.0,ML82034348,1.0,San Jose,1.0,2026-02-25,,2026-02-23,2026-02-23,CA,True,,,1255.0,,False,0.0,Other,95123,643.0,1255.0,CRMLS,CRMLS_MLSL,False,False,False
Mrmls,MercedCounty,,True,False,363390.0,1153395491,2026-02-26,326640.0,Gladys,Carrillo,37.276062,-120.48054,124 Wonderland Trail Lane,Residential,1358.0,326640.0,0,"Advanced Market Realty, Inc",None MRML,,Gladys Carrillo,,,,NONE,NONE,,1153395491,,Merced,Closed,True,1.0,SingleFamilyResidence,0.0379,,Mrmls,2026.0,124.0,MC26039909,3.0,Merced,3.0,2026-02-26,,2026-02-02,2026-02-01,CA,False,2.0,Two,1650.0,0.0,True,1.0,Merced Union,95341,0.0,1650.0,CRMLS,CRMLS_CRM,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,"Tile,Wood",True,,3700000.0,1153393998,2026-02-23,3700000.0,Jamie,Sher,34.11698,-118.387185,2538 Greenvalley Road,Residential,2709.0,3700000.0,0,The Sher Group,Plus Real Estate,The Sher Group,Jamie Sher,Amy,Zoller,CLW-C139539,Cameron,Smith,,1153393998,C03 - Sunset Strip - Hollywood Hills West,Los Angeles,Closed,True,2.0,SingleFamilyResidence,0.3413,,OutOfAreaBoard,1952.0,2538.0,26655559,3.0,Los Angeles,3.0,2026-02-23,Tyrone,2026-01-17,2026-01-17,CA,True,1.0,One,14868.0,,False,2.0,,90046,,14868.0,CRMLS,CRMLS_CL,False,False,False
Downey,Southland,,False,False,220000.0,1153392094,2026-02-23,220000.0,Jeremy,Gray,34.139589,-116.048532,73952 Gorgonio Drive,Residential,685.0,220000.0,0,Keller Williams VIP Properties,The Ave,,Jeremy Gray,,,DWCONROB,Robert,Conger,,1153392094,699 - Not Defined,San Bernardino,Closed,,0.0,SingleFamilyResidence,0.1896,,Downey,1954.0,73952.0,SR26038584,1.0,29 Palms,2.0,2026-02-23,,2026-02-23,2026-02-23,CA,False,1.0,One,8260.0,2.0,False,0.0,Morongo Unified,92277,0.0,8260.0,CRMLS,CRMLS_CRM,False,False,False
CaliforniaDesert,CaliforniaDesert,Tile,True,True,925000.0,1153390535,2026-02-26,915000.0,Elina,Linner,33.74606,-116.384226,341 Gran Via,Residential,1800.0,925000.0,0,Desert Sotheby's International Realty,HomeSmart,,Elina Linner,,,CDAR-D80285,Marvel Kay,Peterson,Monthly,1153390535,322 - North Palm Desert,Riverside,Closed,True,4.0,Condominium,0.062,Monterey Country Clu,CaliforniaDesert,1979.0,341.0,219143658DA,2.0,Palm Desert,2.0,2026-02-26,,2026-02-23,2026-02-23,CA,False,1.0,One,2700.0,,False,2.0,,92260,800.0,2700.0,CRMLS,CRMLS_CDAR,False,False,False
CitrusValley,CitrusValley,,False,False,599000.0,1153390076,2026-02-23,550000.0,Amy,Baker,34.073106,-117.97537,3326 Baldwin Park Blvd,Residential,824.0,599000.0,0,REALTY ONE GROUP WEST,REALTY ONE GROUP WEST,,Amy Baker,,,c18103,Amy,Baker,,1153390076,608 - Baldwin Pk/Irwindale,Los Angeles,Closed,,0.0,Duplex,0.2085,,CitrusValley,1939.0,3326.0,CV26038689,2.0,Baldwin Park,2.0,2026-02-23,,2026-02-23,2026-02-20,CA,False,1.0,One,9083.0,2.0,False,0.0,Baldwin Park Unified,91706,0.0,9083.0,CRMLS,CRMLS_CRM,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Tile,True,False,5200000.0,1153386588,2026-02-24,5200000.0,Amir,Ensani,34.066638,-118.392294,9200 Wilshire Boulevard 302E,Residential,3033.0,5200000.0,0,Christie's International Real Estate SoCal,Compass,Christie's International Real Estate SoCal,Amir Ensani,Tomer,Fridman,CLW-X53362,Daniel,Brown,Monthly,1153386588,C01 - Beverly Hills,Los Angeles,Closed,,3.0,Condominium,0.6619,,BeverlyHillsGreaterLa,2022.0,9200.0,26655409,4.0,Beverly Hills,3.0,2026-02-24,Oliver,2026-02-22,2026-02-22,CA,False,1.0,One,28831.0,,False,,,90212,7548.0,28831.0,CRMLS,CRMLS_CL,False,False,False
Oakland,Oakland,SeeRemarks,,False,899000.0,1153382796,2026-02-23,912000.0,Felicia,Duncan,37.8025859,-122.21323968,2132 Damuth St,Residential,2361.0,899000.0,0,Real Estate Experts ERA Powered,Real Estate Experts ERA Powered,,Felicia Duncan,,,BMLS-R01740760,Felicia,Duncan,,1153382796,,Alameda,Closed,False,1.0,SingleFamilyResidence,0.1435,OAKLAND,Oakland,1940.0,2132.0,41124829,2.0,Oakland,3.0,2026-02-23,,2026-02-23,2026-02-23,CA,True,1.0,One,6250.0,,False,1.0,,94602,,6250.0,CRMLS,CRMLS_BMLS,False,False,False
PacificWest,OrangeCounty,"Carpet,Wood",False,False,2000000.0,1153376636,2026-02-20,2000000.0,Tim,Wolter,33.54599,-117.639703,7 Molly Loop,Residential,2999.0,2000000.0,0,Ladera Realty,Coldwell Banker Realty,,Tim Wolter,,,PWDELLGAB,Gabriela,Dell,Monthly,1153376636,LD - Ladera Ranch,Orange,Closed,True,2.0,SingleFamilyResidence,0.0979,Christopher Homes,PacificWest,2018.0,7.0,OC26035501,4.0,Ladera Ranch,4.0,2026-02-20,,2026-01-15,2026-01-01,CA,True,2.0,Two,4264.0,1.0,False,2.0,Capistrano Unified,92694,316.0,4264.0,CRMLS,CRMLS_CRM,False,False,False
Downey,Downey,"Carpet,Vinyl,Wood",True,False,1950000.0,1153362609,2026-02-23,1950000.0,Yvette,Geater,34.034054,-118.488648,918 19th,Residential,3278.0,1950000.0,0,Century 21 Masters,Century 21 Masters,,Yvette Geater,,,DWGEAYVE,Yvette,Geater,,1153362609,C14 - Santa Monica,Los Angeles,Closed,True,3.0,Quadruplex,0.184,,Downey,1954.0,918.0,DW26030111,4.0,Santa Monica,5.0,2026-02-23,,2026-02-20,2026-02-20,CA,True,2.0,Two,8013.0,5.0,False,3.0,Santa Monica-Malibu Unified,90403,0.0,8013.0,CRMLS,CRMLS_CRM,False,False,False
Southland,Southland,,True,False,399999.99,1153355794,2026-02-27,361000.0,Esti,Klaiman,34.099538,-118.349463,7320 Hawthorn Avenue 214,Residential,560.0,399999.99,0,Keller Williams Luxury,Keller Williams Luxury,,Esti Klaiman,,,SR207066317,Esti,Klaiman,Monthly,1153355794,C20 - Hollywood,Los Angeles,Closed,False,1.0,Condominium,0.8368,,Southland,1985.0,7320.0,SR26039189,1.0,Los Angeles,1.0,2026-02-27,,2026-02-23,2026-02-18,CA,True,,MultiSplit,36450.0,,False,1.0,Los Angeles Unified,90046,654.3,36450.0,CRMLS,CRMLS_CRM,False,False,False
BayEast,ContraCosta,Wood,,False,1300000.0,1153351022,2026-02-22,1300000.0,Angie,Traxinger,37.86694494,-122.10376386,3344 Helen Ln,Residential,1513.0,1300000.0,0,Village Associates Real Estate,"EXP Realty of California, Inc",,Angie Traxinger,,,CCBE-206537105,Lloyd,Steere,,1153351022,,Contra Costa,Closed,True,2.0,SingleFamilyResidence,0.2304,LAFAYETTE VALLEY ESTATES,BayEast,1952.0,3344.0,41124780,1.0,Lafayette,3.0,2026-02-22,,2026-02-22,2026-02-22,CA,True,1.0,One,10038.0,,False,2.0,,94549,,10038.0,CRMLS,CRMLS_CCBE,False,False,False
Mlslistings,Mlslistings,"Tile,Wood",False,,4898888.0,1153343114,2026-02-21,5000000.0,Paymon,Ghafouri,37.42805975,-122.19113825,2018 Sand Hill Road,Residential,3406.0,4898888.0,0,Paymon Real Estate Group,Redfin,,Paymon Ghafouri,,,ML5084335,Lucy,Goldenshteyn,,1153343114,699 - Not Defined,San Mateo,Closed,True,4.0,SingleFamilyResidence,0.1291,,Mlslistings,2025.0,2018.0,ML82035818,5.0,Menlo Park,5.0,2026-02-21,,2026-02-21,2026-02-21,CA,True,,,5625.0,,False,2.0,Other,94025,,5625.0,CRMLS,CRMLS_MLSL,False,False,False
OrangeCounty,OrangeCounty,"Carpet,Tile",True,True,1200000.0,1153341193,2026-02-13,1200000.0,Nicole,McKee,33.653534,-117.569357,21265 Sugarbush,Residential,1702.0,1200000.0,0,The Glazer Team,Regency Real Estate Brokers,,Nicole McKee,,,SSCOTWIL,William,Scott,Monthly,1153341193,RR - Robinson Ranch,Orange,Closed,True,2.0,SingleFamilyResidence,0.1148,Trabuco - Homestead (THH),OrangeCounty,1987.0,21265.0,OC26039007,3.0,Rancho Santa Margarita,3.0,2026-02-13,,2026-01-15,2026-01-13,CA,True,2.0,Two,5000.0,0.0,False,2.0,Saddleback Valley Unified,92679,184.0,5000.0,CRMLS,CRMLS_CRM,False,False,False
SouthwestRiversideCounty,SouthwestRiversideCounty,"Carpet,Tile",True,False,620000.0,1153339892,2026-02-20,620000.0,Denice,Hickethier,33.528883,-116.816557,48775 Lake Canyon,Residential,2016.0,620000.0,0,HomeQuest Advantage Properties,HomeQuest Advantage Properties,,Denice Hickethier,,,thickden,Denice,Hickethier,Monthly,1153339892,SRCAR - Southwest Riverside County,Riverside,Closed,True,4.0,SingleFamilyResidence,2.65,,SouthwestRiversideCounty,1985.0,48775.0,SW26038911,2.0,Aguanga,3.0,2026-02-20,,2026-02-20,2026-02-19,CA,True,1.0,One,2.65,2.0,False,4.0,Hemet Unified,92536,175.0,115434.0,CRMLS,CRMLS_CRM,False,False,False
Mrmls,OrangeCounty,"Tile,Wood",False,False,2500000.0,1153338902,2026-02-20,2500000.0,Brian,Noh,34.017558,-118.46324,2419 23rd,Residential,1292.0,2500000.0,0,Nohco Real Estate,None MRML,,Brian Noh,,,NONE,NONE,NONE,,1153338902,C14 - Santa Monica,Los Angeles,Closed,False,2.0,SingleFamilyResidence,0.1551,,Mrmls,1935.0,2419.0,OC26038460,2.0,Santa Monica,2.0,2026-02-20,,2026-02-20,2026-02-20,CA,False,1.0,One,6755.0,2.0,False,2.0,Santa Monica-Malibu Unified,90405,0.0,6755.0,CRMLS,CRMLS_CRM,False,False,False
Arcadia,Arcadia,"Carpet,Laminate",False,True,1699000.0,1153334294,2026-02-20,1585000.0,Jeanneth,Madrid,34.111838,-118.022698,2334 S 3rd Ave,Residential,2747.0,1699000.0,0,Coldwell Banker Realty,Coldwell Banker Realty,,Jeanneth Madrid,,,AR44855,Jeanneth,Madrid,,1153334294,605 - Arcadia,Los Angeles,Closed,False,5.0,SingleFamilyResidence,0.4357,,Arcadia,1949.0,2334.0,AR26009577,2.0,Arcadia,4.0,2026-02-20,,2026-01-16,2026-01-14,CA,True,1.0,One,18978.0,1.0,False,5.0,Arcadia Unified,91006,0.0,18978.0,CRMLS,CRMLS_CRM,False,False,False
OrangeCounty,OrangeCounty,,True,False,999880.0,1153327331,2026-02-20,900000.0,Brian,Doubleday,33.784307,-117.802338,18936 1/2 E Smiley Drive,Residential,2077.0,999880.0,0,Doubleday Group,Engel & Voelkers Newport Beach,,Brian Doubleday,,,IBLAKCHR,Christopher,Blake,,1153327331,"75 - Orange, Orange Park Acres E of 55",Orange,Closed,True,2.0,SingleFamilyResidence,0.1951,Other,OrangeCounty,1981.0,18936.0,OC26038866,2.0,Orange,3.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,,ThreeOrMore,8500.0,1.0,False,2.0,Orange Unified,92869,0.0,8500.0,CRMLS,CRMLS_CRM,False,False,False
SanDiego,SanDiego,"Carpet,Wood",True,False,1250000.0,1153326112,2026-02-20,1250000.0,Markee,Lashley,33.0819142,-117.25842936,7772 Palenque St,Residential,2035.0,1250000.0,0,Redfin Corporation,Redfin Corporation,,Markee Lashley,,,SAND-657275,Markee,Lashley,,1153326112,92009 - Carlsbad,San Diego,Closed,True,4.0,SingleFamilyResidence,0.3157,La Costa,SanDiego,1979.0,7772.0,260004171SD,3.0,Carlsbad,3.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,1.0,One,13751.0,,False,2.0,,92009,,13751.0,CRMLS,CRMLS_SAND,False,False,False
BeverlyHillsGreaterLa,SouthBay,"Stone,Wood",True,False,2150000.0,1153322965,2026-02-20,2150000.0,Rebecca,Davidson,34.062047,-118.432515,10560 Wilshire 1805,Residential,2874.0,2150000.0,0,Estate Properties,Douglas Elliman,"eXp Realty of California, Inc",Rebecca Davidson,Christina,Kaminsky,CLW-C107190,Alexandre,Anu,Monthly,1153322965,C05 - Westwood - Century City,Los Angeles,Closed,True,2.0,Condominium,0.9437,,BeverlyHillsGreaterLa,1982.0,10560.0,SB26038547,3.0,Los Angeles,2.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,2.0,Two,41107.0,0.0,False,2.0,Los Angeles Unified,90024,2981.49,41107.0,CRMLS,CRMLS_CRM,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,,True,False,700000.0,1153322461,2026-02-13,680000.0,Maryann,ODonnell,34.192207,-118.573392,20164 Archwood Street,Residential,1872.0,700000.0,34,Compass,Compass,,Maryann ODonnell,,,CLW-C104927,Dorian,Newberry,,1153322461,WIN - Winnetka,Los Angeles,Closed,,4.0,SingleFamilyResidence,0.1722,,OutOfAreaBoard,1955.0,20164.0,26654875,2.0,Winnetka,4.0,2026-02-13,,2026-01-21,2025-12-18,CA,True,1.0,One,7502.0,,False,2.0,,91306,,7502.0,CRMLS,CRMLS_CL,False,False,False
CaliforniaDesert,CaliforniaDesert,Tile,True,True,799000.0,1153321843,2026-02-20,779000.0,Sheri,Dettman and Assoc...,33.754644,-116.344502,323 Red River Road,Residential,1819.0,799000.0,0,Equity Union,Carter & Company,,Sheri Dettman and Assoc...,,,CDAR-D22963,Jennifer,Carter,Monthly,1153321843,324 - East Palm Desert,Riverside,Closed,True,2.0,Condominium,0.07,The Lakes Country Cl,CaliforniaDesert,1984.0,323.0,219143575DA,3.0,Palm Desert,2.0,2026-02-20,,2026-02-20,2026-02-14,CA,True,1.0,One,3049.0,,False,2.0,,92211,1877.0,3049.0,CRMLS,CRMLS_CDAR,False,False,False
SanDiego,SanDiego,,False,False,999000.0,1153321731,2026-02-20,890000.0,Elizabeth,Bachmann,33.04007382,-117.05853247,12624 Camino Emparrado,Residential,1909.0,999000.0,0,Berkshire Hathaway HomeServices California Properties,Real Broker,,Elizabeth Bachmann,,,SAND-703116,Vishnu,Chintam,,1153321731,92128 - Rancho Bernardo,San Diego,Closed,True,4.0,SingleFamilyResidence,,Rancho Bernardo,SanDiego,1977.0,12624.0,260004158SD,2.0,San Diego,3.0,2026-02-20,,2026-02-16,2026-02-01,CA,True,1.0,One,,,False,2.0,,92128,,,CRMLS,CRMLS_SAND,False,False,False
BeverlyHillsGreaterLa,Glendale,,False,False,927000.0,1153320467,2026-02-20,927000.0,Martin,Lazarian,34.136959,-118.233306,808 S Verdugo Road,Residential,1260.0,927000.0,0,JohnHart Real Estate,Backbeat Homes,JohnHart Real Estate,Martin Lazarian,Mike,Babakhanyan,CLW-C130976,Austen,Lee,,1153320467,699 - Not Defined,Los Angeles,Closed,False,1.0,SingleFamilyResidence,0.0942,,OutOfAreaBoard,1927.0,808.0,GD26032860,1.0,Glendale,2.0,2026-02-20,,2026-02-20,2026-01-15,CA,False,1.0,One,4102.0,2.0,False,1.0,Los Angeles Unified,91205,0.0,4102.0,CRMLS,CRMLS_CRM,False,False,False
Laguna,OrangeCounty,"Carpet,Tile,Vinyl",False,True,1625000.0,1153317926,2026-02-20,1625000.0,Bree,Hughes,33.458499,-117.582258,28 Calle Pelicano,Residential,2641.0,1625000.0,0,Compass,Compass,,Bree Hughes,,,LGOSSECAR,Caroline,Hoffman,Monthly,1153317926,TL - Talega,Orange,Closed,True,4.0,SingleFamilyResidence,0.1235,Seaside (SEAS),Laguna,2000.0,28.0,OC26038444,3.0,San Clemente,4.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,1.0,One,5380.0,0.0,False,2.0,Capistrano Unified,92673,267.0,5380.0,CRMLS,CRMLS_CRM,False,False,False
SouthwestRiversideCounty,SouthwestRiversideCounty,,False,False,215000.0,1153316403,2026-02-13,215000.0,Elizabeth,Alagao,33.781253,-116.96141,638 S Estudillo,Residential,996.0,215000.0,0,Coldwell Banker Assoc Brkr-SC,Coldwell Banker Assoc Brkr-SC,Coldwell Banker Assoc Brkr-SC,Elizabeth Alagao,Jessica,Terpstra,SWTERPJES,Jessica,Terpstra,,1153316403,SRCAR - Southwest Riverside County,Riverside,Closed,,0.0,SingleFamilyResidence,0.21,,SouthwestRiversideCounty,1950.0,638.0,SW26038621,1.0,San Jacinto,2.0,2026-02-13,,2026-02-09,2026-02-09,CA,True,1.0,"One,MultiSplit",9148.0,1.0,False,0.0,San Jacinto Unified,92583,0.0,9148.0,CRMLS,CRMLS_CRM,False,False,False
SanDiego,OrangeCounty,Tile,False,False,580000.0,1153315946,2026-02-19,580000.0,Kelly,Hurst,33.714308,-118.014104,6600 Warner 225,Residential,1110.0,580000.0,0,Seven Gables Real Estate,J & M Investment Solutions Inc,,Kelly Hurst,,,SAND-664155,Marc,Medina,Monthly,1153315946,15 - West Huntington Beach,Orange,Closed,,0.0,Condominium,10.8231,Villa Warner (VWAR),SanDiego,1969.0,6600.0,OC26038607,2.0,Huntington Beach,2.0,2026-02-19,,2026-02-19,2026-02-13,CA,True,1.0,One,471456.0,2.0,False,0.0,Huntington Beach Union High,92647,640.0,471456.0,CRMLS,CRMLS_CRM,False,False,False
OrangeCounty,PacificWest,,False,False,783000.0,1153313393,2026-02-20,783000.0,Brooke,Krause,33.718776,-117.890819,2113 S Forest Avenue,Residential,1500.0,783000.0,0,Century 21 Affiliated,eXp Realty of California Inc,CENTURY 21 Affiliated,Brooke Krause,Stacy,Feltman,OCROECODY,Cody,Roe,,1153313393,69 - Santa Ana South of First,Orange,Closed,True,2.0,SingleFamilyResidence,0.1385,Laurelhurst/Artesia Pilar,OrangeCounty,1964.0,2113.0,PW26038553,2.0,Santa Ana,4.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,1.0,One,6034.0,4.0,False,2.0,Santa Ana Unified,92704,0.0,6034.0,CRMLS,CRMLS_CRM,False,False,False
CoastalMendocino,CoastalMendocino,,True,False,1175000.0,1153312539,2026-02-20,1125000.0,Deirdre,Lamb,39.306933,-123.792069,44700 Jackson Street,Residential,2482.0,1175000.0,0,Mendocino Realty Company,Mendo Sotheby's International Realty,,Deirdre Lamb,,,cmmrain,Mackenzie,Rain,,1153312539,MTE - Mendocino Town East,Mendocino,Closed,False,2.0,SingleFamilyResidence,1.19,,CoastalMendocino,1912.0,44700.0,C1-11272,3.0,Mendocino,3.0,2026-02-20,Justin,2026-02-20,2026-02-18,CA,True,2.0,Two,1.19,,,2.0,,95460,,51836.4,CRMLS,CRMLS_CRF,False,False,False
SanDiego,SanDiego,,False,False,1775000.0,1153305574,2026-02-20,1775000.0,Stanley,Krimerman,32.7177783,-117.24496489,3657 Charles St,Residential,1556.0,1775000.0,0,Keller Williams La Jolla,Keller Williams La Jolla,,Stanley Krimerman,,,SAND-652972,Stanley,Krimerman,,1153305574,92106 - Point Loma,San Diego,Closed,False,4.0,SingleFamilyResidence,0.3314,Point Loma,SanDiego,1945.0,3657.0,260004107SD,3.0,San Diego,3.0,2026-02-20,,2026-02-20,2026-02-20,CA,False,1.0,One,14436.0,,False,4.0,,92106,,14436.0,CRMLS,CRMLS_SAND,False,False,False
SanDiego,SanDiego,,True,False,1650000.0,1153305573,2026-02-20,1650000.0,Stanley,Krimerman,32.74501537,-117.2213529,3614 Plumosa Dr,Residential,1849.0,1650000.0,0,Keller Williams La Jolla,Keller Williams La Jolla,,Stanley Krimerman,,,SAND-652972,Stanley,Krimerman,,1153305573,92106 - Point Loma,San Diego,Closed,False,2.0,SingleFamilyResidence,0.1446,Point Loma,SanDiego,1929.0,3614.0,260004108SD,2.0,San Diego,3.0,2026-02-20,,2026-02-20,2026-02-20,CA,False,1.0,One,6300.0,,False,2.0,,92106,,6300.0,CRMLS,CRMLS_SAND,False,False,False
Mlslistings,Mlslistings,,False,,,1153305332,2026-02-20,1950000.0,Joey,Oliva,37.49075193,-122.26248642,2325 Howard Avenue,Residential,1090.0,1950000.0,0,"Omarshall, Inc",Compass,,Joey Oliva,,,ML5099351,Mariana,Pappalardo,,1153305332,699 - Not Defined,San Mateo,Closed,True,2.0,SingleFamilyResidence,0.1258,,Mlslistings,1946.0,2325.0,ML82035701,1.0,San Carlos,2.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,,,5479.0,,False,2.0,Other,94070,,5479.0,CRMLS,CRMLS_MLSL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,,True,False,2295000.0,1153303345,2026-02-27,2250000.0,Joseph,Cilic,34.039227,-118.45079,11653 Missouri Avenue,Residential,2723.0,2295000.0,0,Sotheby's International Realty,Compass,,Joseph Cilic,,,CLW-C137557,Augustine,Um,Monthly,1153303345,WLA - West Los Angeles,Los Angeles,Closed,,2.0,Condominium,0.0311,,BeverlyHillsGreaterLa,2026.0,11653.0,26654217,4.0,Los Angeles,3.0,2026-02-27,Amy,2026-02-20,2026-02-20,CA,False,,ThreeOrMore,1353.0,,False,2.0,,90025,128.0,1353.0,CRMLS,CRMLS_CL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,False,1995000.0,1153299169,2026-02-20,2447600.0,Stephanie,Younger,33.965936,-118.40767,8037 Dunbarton Avenue,Residential,1893.0,1995000.0,0,Compass,Compass,Compass,Stephanie Younger,Chloe,Nash,CLW-C125608,Stephanie,Singletary,,1153299169,C29 - Westchester,Los Angeles,Closed,False,4.0,SingleFamilyResidence,0.1343,,BeverlyHillsGreaterLa,1947.0,8037.0,26641297,3.0,Los Angeles,3.0,2026-02-20,Stephanie,2026-02-20,2026-02-20,CA,True,1.0,One,5849.0,,False,,,90045,,5849.0,CRMLS,CRMLS_CL,False,False,False
Mlslistings,Mlslistings,,False,,1899000.0,1153292025,2026-02-20,1900000.0,Mark R.,Folden,37.29312936,-121.89441075,1218 Roycott Way,Residential,1762.0,1900000.0,0,Fireside Realty,Fireside Realty,,Mark R. Folden,,,ML151606,Shirin,Menbari,,1153292025,699 - Not Defined,Santa Clara,Closed,True,8.0,SingleFamilyResidence,0.1671,,Mlslistings,1953.0,1218.0,ML82035669,2.0,San Jose,3.0,2026-02-20,,2026-02-20,2026-02-20,CA,True,,,7280.0,,False,8.0,San Jose Unified,95125,,7280.0,CRMLS,CRMLS_MLSL,False,False,False
OrangeCounty,OrangeCounty,,True,False,4788000.0,1153277400,2026-02-27,4650000.0,Tony,Yang,33.738762,-117.738184,101 Lustro,Residential,3554.0,4788000.0,0,Harvest Realty Development,Harvest Realty Development,Harvest Realty Development,Tony Yang,Wenchu,Yang,OCMAIJINY,Jinyan,Mai,Monthly,1153277400,699 - Not Defined,Orange,Closed,True,2.0,SingleFamilyResidence,0.1617,,OrangeCounty,2021.0,101.0,OC26008872,5.0,Irvine,4.0,2026-02-27,,2026-02-20,2026-02-20,CA,False,2.0,Two,7045.0,2.0,False,2.0,Irvine Unified,92602,359.0,7045.0,CRMLS,CRMLS_CRM,False,False,False
