BuyerAgentAOR,ListAgentAOR,Flooring,ViewYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,ListAgentFirstName,ListAgentLastName,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,BuyerOfficeName,CoListOfficeName,ListAgentFullName,CoListAgentFirstName,CoListAgentLastName,BuyerAgentMlsId,BuyerAgentFirstName,BuyerAgentLastName,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,CountyOrParish,MlsStatus,AttachedGarageYN,ParkingTotal,PropertySubType,LotSizeAcres,SubdivisionName,BuyerOfficeAOR,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,CoBuyerAgentFirstName,PurchaseContractDate,ListingContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,OriginatingSystemName,OriginatingSystemSubName,flag_missing_coords,flag_zero_coords,flag_bad_longitude
Mlslistings,ContraCosta,"Carpet,Laminate",True,False,835000.0,1152588665,2026-02-26,850000.0,Ellen,Osmundson,37.90737905,-122.04486226,401 Tampico,Residential,1402.0,835000.0,6,Windermere Diablo Realty,KW Bay Area Estates,,Ellen Osmundson,,,CCBE-MLL5080425,Saundra,Leonard,Monthly,1152588665,,Contra Costa,Closed,True,2.0,Townhouse,0.0765,SAN MARCO,Mlslistings,1971.0,401.0,41123406,2.0,Walnut Creek,2.0,2026-02-26,,2026-02-15,2026-02-09,CA,True,1.0,One,3332.0,,False,2.0,,94598,518.0,3332.0,CRMLS,CRMLS_CCBE,False,False,False
,BeverlyHillsGreaterLa,"Carpet,Vinyl,Wood",True,False,1599999.0,1152587465,2026-02-27,1505000.0,Alexander,Echeverria,33.757714,-117.812756,14141 Clarissa Lane,Residential,3084.0,1599999.0,15,Keller Williams Beverly Hills,BLVDS Realty,Keller Williams Beverly Hills,Alexander Echeverria,Melissa,Echeverria,812921,Vanessa,Munoz,,1152587465,NTS - North Tustin,Orange,Closed,True,2.0,SingleFamilyResidence,0.2503,,,1964.0,14141.0,26649133,3.0,Santa Ana,4.0,2026-02-27,,2026-02-23,2026-02-08,CA,True,2.0,Two,10904.0,,False,2.0,Tustin Unified,92705,,10904.0,CRMLS,CRMLS_CL,False,False,False
SanDiego,SanDiego,,False,False,2402500.0,1152587458,2026-02-06,2402500.0,Bianca,Diaz,32.83783775,-117.27525311,7341 Draper Ave,Residential,2032.0,2402500.0,0,Compass,Compass,Compass,Bianca Diaz,Ross,Clark,SAND-656637,Rob,Aumann,Monthly,1152587458,92037 - La Jolla,San Diego,Closed,True,4.0,SingleFamilyResidence,0.0601,La Jolla,SanDiego,1994.0,7341.0,260003101SD,3.0,La Jolla,3.0,2026-02-06,Ty,2026-02-04,2026-02-01,CA,False,,ThreeOrMore,2619.0,,False,2.0,,92037,1125.0,2619.0,CRMLS,CRMLS_SAND,False,False,False
BayEast,Oakland,Vinyl,,False,749000.0,1152584543,2026-02-27,759000.0,Alan,Siu,37.68410807,-122.14624153,15382 Andover St,Residential,842.0,749000.0,0,"ALAN SIU, BROKER","EXP Realty of California, Inc",,Alan Siu,,,BMLS-166017939,Helen,Yong,,1152584543,,Alameda,Closed,True,1.0,SingleFamilyResidence,0.1458,WASHINGTON MANOR,BayEast,1949.0,15382.0,41123397,1.0,San Leandro,2.0,2026-02-27,,2026-02-08,2026-02-08,CA,False,1.0,One,6350.0,,False,1.0,,94579,,6350.0,CRMLS,CRMLS_BMLS,False,False,False
Mrmls,SanDiego,,False,False,646400.0,1152583224,2026-02-09,646400.0,David,Kurniadi,33.23722957,-117.33396328,3675 Branch Court,Residential,1563.0,646400.0,0,The Kurniadi Group,Out of Area,,David Kurniadi,,,OUTAREA,Out of Area,Out of Area,,1152583224,92058 - Oceanside,San Diego,Closed,,0.0,SingleFamilyResidence,,Oceanside,Mrmls,1983.0,3675.0,260003093SD,2.0,Oceanside,4.0,2026-02-09,,2026-02-08,2026-01-01,CA,False,1.0,One,,,False,0.0,,92058,,,CRMLS,CRMLS_SAND,False,False,False
PacificWest,PacificWest,"Carpet,Tile",True,True,858000.0,1152580420,2026-02-24,900000.0,Kathleen,Chestnut,33.808615,-118.012314,10592 Pamela,Residential,1536.0,858000.0,0,T.N.G. Real Estate Consultants,T.N.G. Real Estate Consultants,,Kathleen Chestnut,,,plaurspe,Laura,Spencer,,1152580420,80 - Cypress North of Katella,Orange,Closed,True,2.0,SingleFamilyResidence,0.1377,,PacificWest,1965.0,10592.0,PW26028983,2.0,Cypress,4.0,2026-02-24,,2026-02-09,2026-02-07,CA,True,1.0,One,6000.0,4.0,False,2.0,Cypress School District,90630,0.0,6000.0,CRMLS,CRMLS_CRM,False,False,False
,BeverlyHillsGreaterLa,"Carpet,Laminate",False,False,619900.0,1152577214,2026-02-24,619900.0,Thomas J.,Lee,34.058518,-118.310451,733 S Manhattan Place 401,Residential,1090.0,619900.0,2,Prime Properties & Associates,Rodeo Realty,,Thomas J. Lee,,,F207054316,Michelle,Kong,Monthly,1152577214,C18 - Hancock Park-Wilshire,Los Angeles,Closed,,0.0,Condominium,0.3448,,,2008.0,733.0,26648863,2.0,Los Angeles,2.0,2026-02-24,,2026-02-10,2026-02-08,CA,True,1.0,One,15018.0,,False,,,90005,525.0,15018.0,CRMLS,CRMLS_CL,False,False,False
Southland,Southland,,False,False,1495000.0,1152573134,2026-02-17,1460000.0,Lisa,Assouad,34.150811,-118.837454,1056 Elfstone Court,Residential,2002.0,1495000.0,0,Champions Capital Corporation,Champions Capital Corporation,,Lisa Assouad,,,F175516429,Lisa,Assouad,Quarterly,1152573134,WV - Westlake Village,Ventura,Closed,True,3.0,SingleFamilyResidence,0.17,Village Homes (726),Southland,1969.0,1056.0,SR26028897,2.0,Westlake Village,4.0,2026-02-17,,2026-02-07,2026-02-06,CA,True,1.0,One,7405.0,4.0,False,3.0,Conejo Valley Unified,91361,260.0,7405.0,CRMLS,CRMLS_CRM,False,False,False
PacificWest,PacificWest,"Carpet,Vinyl",False,False,900000.0,1152571649,2026-02-26,800000.0,Steven,Miles,33.752553,-117.942234,10721 Hazard,Residential,1342.0,900000.0,3,RE/MAX College Park Realty,RE/MAX College Park Realty,,Steven Miles,,,PMILSTE,Steven,Miles,,1152571649,"64 - Garden Grove E of Euclid, W of Harbor",Orange,Closed,False,3.0,SingleFamilyResidence,0.1654,Other,PacificWest,1958.0,10721.0,PW26028798,2.0,Garden Grove,4.0,2026-02-26,,2026-02-13,2026-02-07,CA,False,1.0,One,7207.0,4.0,False,2.0,Garden Grove Unified,92843,0.0,7207.0,CRMLS,CRMLS_CRM,False,False,False
Oakland,Oakland,Wood,,False,925000.0,1152570817,2026-02-07,925000.0,Susan,Robinson,37.85561332,-122.27159364,2910 Martin Luther King Jr Way,Residential,1126.0,925000.0,0,Winkler Real Estate Group,The Grubb Co. Inc.,,Susan Robinson,,,BMLS-R01388149,Laura,Arechiga,,1152570817,,Alameda,Closed,True,0.0,SingleFamilyResidence,0.112,SOUTH BERKELEY,Oakland,1904.0,2910.0,41123371,1.0,Berkeley,2.0,2026-02-07,,2026-02-07,2026-02-07,CA,False,1.0,One,4880.0,,False,0.0,,94703,,4880.0,CRMLS,CRMLS_BMLS,False,False,False
BeverlyHillsGreaterLa,CitrusValley,Carpet,True,False,925000.0,1152569784,2026-02-25,875000.0,Shaunna,Elias,34.134072,-118.201309,1597 Fair Park Avenue,Residential,1150.0,925000.0,2,COMPASS,Compass,,Shaunna Elias,,,CLW-X85325,Matthew,Morgus,,1152569784,618 - Eagle Rock,Los Angeles,Closed,,0.0,SingleFamilyResidence,0.1143,,OutOfAreaBoard,1924.0,1597.0,CV26024599,1.0,Los Angeles,2.0,2026-02-25,Robert,2026-02-09,2026-02-07,CA,False,1.0,One,4977.0,2.0,False,0.0,Los Angeles Unified,90041,0.0,4977.0,CRMLS,CRMLS_CRM,False,False,False
OrangeCounty,OrangeCounty,"Carpet,Tile",True,False,1625000.0,1152567049,2026-02-27,1600000.0,Gary,Ludwig,33.638583,-117.692142,25116 Cineria,Residential,3052.0,1625000.0,9,"Gary Ludwig, Broker",Anvil Real Estate,,Gary Ludwig,,,OCLONEALA,Alannah,Lones,Monthly,1152567049,LS - Lake Forest South,Orange,Closed,True,3.0,SingleFamilyResidence,0.2066,Forest Shadows (FS),OrangeCounty,1976.0,25116.0,OC26026461,3.0,Lake Forest,5.0,2026-02-27,,2026-02-16,2026-02-05,CA,True,2.0,Two,9000.0,1.0,False,3.0,Saddleback Valley Unified,92630,240.0,9000.0,CRMLS,CRMLS_CRM,False,False,False
MercedCounty,MercedCounty,,True,False,345000.0,1152566949,2026-02-25,353000.0,Isaac,Hernandez,37.321758,-120.53171,2315 Wolf,Residential,1100.0,345000.0,4,"Real Brokerage Technologies, Inc.",Concierge Real Estate Services,,Isaac Hernandez,,,mcramimar,Maria,Ramirez,,1152566949,,Merced,Closed,,0.0,SingleFamilyResidence,0.1377,,MercedCounty,1979.0,2315.0,MC26028752,2.0,Merced,3.0,2026-02-25,,2026-02-11,2026-02-07,CA,False,1.0,One,6000.0,3.0,False,0.0,Merced Union,95348,0.0,6000.0,CRMLS,CRMLS_CRM,False,False,False
CaliforniaDesert,CaliforniaDesert,Tile,True,False,995000.0,1152564841,2026-02-23,985000.0,Steven,Weiner,33.673069,-116.226874,82395 Cathedral Canyon Drive,Residential,2326.0,995000.0,2,Keller Williams Realty,"Vine Property Group, Inc.",,Steven Weiner,,,CDAR-D75086,Josh,Essig,Monthly,1152564841,314 - Indio South of East Valley,Riverside,Closed,True,6.0,SingleFamilyResidence,0.18,Trilogy Polo Club,CaliforniaDesert,2017.0,82395.0,219142877DA,3.0,Indio,2.0,2026-02-23,,2026-02-09,2026-02-05,CA,False,,,7841.0,,False,3.0,,92201,280.0,7841.0,CRMLS,CRMLS_CDAR,False,False,False
TriCounties,WestSanGabrielValley,,False,False,820000.0,1152564775,2026-02-20,820000.0,MEI,CHEN,34.013571,-117.598337,2473 E Derby,Residential,2241.0,820000.0,1,RE/MAX PREMIER/ARCADIA,WeTrust Realty,,MEI CHEN,,,TRXUSHUYU,Shuyun,Xu,Monthly,1152564775,686 - Ontario,San Bernardino,Closed,True,2.0,SingleFamilyResidence,0.1268,,TriCounties,2018.0,2473.0,WS26028697,3.0,Ontario,4.0,2026-02-20,,2026-02-08,2026-02-06,CA,False,2.0,Two,5524.0,1.0,False,2.0,Chaffey Joint Union High,91761,90.0,5524.0,CRMLS,CRMLS_CRM,False,False,False
OrangeCounty,OrangeCounty,Laminate,True,False,824999.0,1152564766,2026-02-27,825000.0,Dody,Korn,33.667583,-117.970042,20319 Gardenia,Residential,1020.0,824999.0,0,First Team Real Estate,First Team Real Estate,,Dody Korn,,,SMURPDAN,Danny,Murphy,Monthly,1152564766,14 - South Huntington Beach,Orange,Closed,False,2.0,Townhouse,,Cape Huntington (CAPE),OrangeCounty,1964.0,20319.0,OC26006013,2.0,Huntington Beach,2.0,2026-02-27,Justin,2026-01-30,2026-01-07,CA,False,2.0,Two,,0.0,False,2.0,Huntington Beach Union High,92646,345.0,,CRMLS,CRMLS_CRM,False,False,False
PalmSprings,PalmSprings,,True,True,330000.0,1152564739,2026-02-07,330000.0,Randy,Isaacs,33.776572,-116.468277,37472 Melrose Drive,Residential,1630.0,330000.0,0,"Douglas Elliman of California, Inc.","Douglas Elliman of California, Inc.",Douglas Elliman,Randy Isaacs,Tom,Scrocco,PS50862,Randy,Isaacs,,1152564739,336 - Cathedral City South,Riverside,Closed,True,2.0,SingleFamilyResidence,0.2,Cathedral City Cove,PalmSprings,1958.0,37472.0,219142876PS,2.0,Cathedral City,3.0,2026-02-07,Tom,2026-02-07,2026-02-07,CA,True,1.0,One,8712.0,,False,2.0,,92234,,8712.0,CRMLS,CRMLS_CDAR,False,False,False
WestSanGabrielValley,PismoCoast,,True,False,300000.0,1152564651,2026-02-27,280000.0,Zachary,Johnson,36.803216,-119.705022,2554 Harvard,Residential,1384.0,300000.0,7,"805 Real Estate, Inc.",Wedgewood Homes Realty,,Zachary Johnson,,,ws83103,BRANDON,RUFFINS,,1152564651,,Fresno,Closed,True,2.0,SingleFamilyResidence,0.1556,,WestSanGabrielValley,1970.0,2554.0,PI26028593,2.0,Clovis,3.0,2026-02-27,,2026-02-15,2026-02-07,CA,True,1.0,One,6780.0,3.0,False,2.0,Clovis Unified,93612,0.0,6780.0,CRMLS,CRMLS_CRM,False,False,False
Mlslistings,Mlslistings,,False,,,1152564588,2026-02-06,2600000.0,Rodger,Shaheen,37.38731737,-122.09478984,1600 Don Court,Residential,1512.0,2600000.0,0,Coldwell Banker Realty,Coldwell Banker Realty,,Rodger Shaheen,,,ML5076727,Omar,Ruano,,1152564588,699 - Not Defined,Santa Clara,Closed,True,2.0,SingleFamilyResidence,0.1398,,Mlslistings,1953.0,1600.0,ML82034158,2.0,Mountain View,3.0,2026-02-06,,2026-02-06,2026-02-06,CA,True,,,6090.0,,False,2.0,Other,94040,,6090.0,CRMLS,CRMLS_MLSL,False,False,False
SanDiego,SanDiego,,False,False,2100000.0,1152564541,2026-02-23,2350000.0,Carlos,Gutierrez,32.84131609,-117.28068824,333 Coast Blvd 8,Residential,1348.0,2100000.0,2,"eXp Realty of California, Inc.",Coldwell Banker Realty,,Carlos Gutierrez,,,SAND-601491,James,Shultz,Monthly,1152564541,92037 - La Jolla,San Diego,Closed,,2.0,Condominium,,La Jolla,SanDiego,1986.0,333.0,260003057SD,2.0,La Jolla,2.0,2026-02-23,,2026-02-09,2026-02-07,CA,False,,ThreeOrMore,,,False,2.0,,92037,897.0,,CRMLS,CRMLS_SAND,False,False,False
SanDiego,SanDiego,,False,False,875000.0,1152564519,2026-02-19,800000.0,Jenn,Blake,32.90779647,-117.15467728,10468 Parkdale Ave,Residential,1008.0,875000.0,2,Compass,RC Realty of San Diego,,Jenn Blake,,,SAND-695432,Rebecca,Holbrook,,1152564519,92126 - Mira Mesa,San Diego,Closed,True,4.0,SingleFamilyResidence,0.1139,Mira Mesa,SanDiego,1979.0,10468.0,260003060SD,2.0,San Diego,2.0,2026-02-19,,2026-02-09,2026-02-07,CA,False,1.0,One,4963.0,,False,2.0,,92126,,4963.0,CRMLS,CRMLS_SAND,False,False,False
Glendale,Glendale,"Laminate,Tile",True,False,575000.0,1152549912,2026-02-06,575000.0,Vartan,Vasghanian,34.166124,-118.262892,1339 N Columbus 225,Residential,785.0,575000.0,0,Re/Max Tri-City Realty,Re/Max Tri-City Realty,,Vartan Vasghanian,,,G81515,Vartan,Vasghanian,Monthly,1152549912,626 - Glendale-Northwest,Los Angeles,Closed,False,1.0,Condominium,1.0528,,Glendale,1974.0,1339.0,GD26028521,1.0,Glendale,1.0,2026-02-06,,2025-09-24,2025-08-21,CA,False,1.0,One,45862.0,1.0,False,1.0,Glendale Unified,91202,360.0,45862.0,CRMLS,CRMLS_CRM,False,False,False
Downey,SouthwestRiversideCounty,"Carpet,Tile",True,False,299000.0,1152547356,2026-02-24,316000.0,Shane,Bernal,33.726113,-117.19673,27152 Presley,Residential,2011.0,299000.0,1,"LPT Realty, Inc",Real Broker,,Shane Bernal,,,DWJACJUS,Justin,Jackson,Annually,1152547356,SRCAR - Southwest Riverside County,Riverside,Closed,True,2.0,SingleFamilyResidence,0.19,,Downey,1977.0,27152.0,SW26028472,2.0,Menifee,3.0,2026-02-24,,2026-02-07,2026-02-05,CA,True,1.0,One,8276.0,3.0,False,2.0,Perris Union High,92586,435.0,8276.0,CRMLS,CRMLS_CRM,False,False,False
Mlslistings,Mlslistings,Wood,False,,1880000.0,1152546869,2026-02-27,2065000.0,Fan,Wang,37.35721716,-121.98235049,3031 Mark Avenue,Residential,1237.0,1880000.0,6,Keller Williams Thrive,Coldwell Banker Realty,Coldwell Banker Realty,Fan Wang,Anna,Duan,ML491805,Dani,Wolter,,1152546869,699 - Not Defined,Santa Clara,Closed,True,2.0,SingleFamilyResidence,0.1286,,Mlslistings,1958.0,3031.0,ML82030725,2.0,Santa Clara,3.0,2026-02-27,,2026-02-12,2026-02-06,CA,True,,,5600.0,,False,2.0,Other,95051,,5600.0,CRMLS,CRMLS_MLSL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,,695000.0,1152546778,2026-02-27,750000.0,Hollie,Frey,33.977757,-118.367469,512 W Hillsdale Street,Residential,1204.0,695000.0,8,eXp Realty of California Inc,eXp Realty of California Inc,,Hollie Frey,,,CLW-C125032,Hollie,Frey,,1152546778,101 - North Inglewood,Los Angeles,Closed,False,0.0,SingleFamilyResidence,0.1377,,OutOfAreaBoard,1946.0,512.0,26648377,2.0,Inglewood,2.0,2026-02-27,,2026-02-14,2026-02-06,CA,True,1.0,One,5997.0,,False,2.0,,90302,,5997.0,CRMLS,CRMLS_CL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,,False,False,960000.0,1152546077,2026-02-06,960000.0,Dezireh,Haghayeghi,34.185596,-118.643636,6300 Kenwater Avenue,Residential,1943.0,960000.0,3,Keller Williams Beverly Hills,Keller Williams Beverly Hills,,Dezireh Haghayeghi,,,CLW-C137178,Dezireh,Haghayeghi,,1152546077,WHLL - Woodland Hills,Los Angeles,Closed,True,0.0,SingleFamilyResidence,0.2989,,BeverlyHillsGreaterLa,1960.0,6300.0,26648733,2.0,Woodland Hills,4.0,2026-02-06,,2026-02-06,2026-02-06,CA,True,1.0,One,13019.0,,False,,,91367,,13019.0,CRMLS,CRMLS_CL,False,False,False
OutOfAreaBoard,BeverlyHillsGreaterLa,Tile,True,False,412000.0,1152544142,2026-02-24,412000.0,Madison,OBrien,33.760059,-116.235176,39779 Camino Michanito,Residential,1321.0,412000.0,4,Coldwell Banker Realty,Coldwell Banker Realty,,Madison OBrien,,,CDAR-D80406,Nevine,Kutz,Monthly,1152544142,309 - Indio North of East Valley,Riverside,Closed,True,2.0,SingleFamilyResidence,0.13,Sun City Shadow Hills,,2013.0,39779.0,26647997,2.0,Indio,2.0,2026-02-24,,2026-02-10,2026-02-06,CA,False,1.0,One,5663.0,,False,,,92203,398.0,5663.0,CRMLS,CRMLS_CL,False,False,False
Downey,Downey,,True,False,1475000.0,1152543762,2026-02-06,1475000.0,Holly,Kerr,33.964597,-117.984807,8432 Portafino,Residential,2400.0,1475000.0,0,BK Platinum Properties,BK Platinum Properties,,Holly Kerr,,,dwkerhol,Holly,Kerr,,1152543762,670 - Whittier,Los Angeles,Closed,True,3.0,SingleFamilyResidence,0.4457,,Downey,1971.0,8432.0,DW26023917,3.0,Whittier,3.0,2026-02-06,,2026-02-01,2026-01-01,CA,True,1.0,One,19414.0,1.0,False,3.0,Whittier Union High,90603,0.0,19414.0,CRMLS,CRMLS_CRM,False,False,False
Downey,Downey,,False,False,750000.0,1152542183,2026-02-10,760000.0,Chris,Limon,33.951607,-118.240434,9326 Holmes Avenue,Residential,1312.0,750000.0,0,Century 21 A Better Service,American Team Properties,,Chris Limon,,,DWALVDAN,Jorge,Alvarez,,1152542183,WATT - Watts,Los Angeles,Closed,True,2.0,SingleFamilyResidence,0.1642,,Downey,1922.0,9326.0,DW26027883,3.0,Los Angeles,4.0,2026-02-10,,2026-02-06,2026-01-25,CA,True,1.0,One,7152.0,4.0,False,2.0,Los Angeles Unified,90002,0.0,7152.0,CRMLS,CRMLS_CRM,False,False,False
PacificWest,PacificWest,"Carpet,Tile",True,True,2060000.0,1152541508,2026-02-06,2060000.0,Kathy,Leimkuhler,33.774213,-117.769004,1772 Sirrine,Residential,2225.0,2060000.0,0,First Team Real Estate,First Team Real Estate,First Team Real Estate,Kathy Leimkuhler,Eric,Leimkuhler,PWLEIRYA,Ryan,Leimkuhler,,1152541508,NTS - North Tustin,Orange,Closed,True,4.0,SingleFamilyResidence,0.7392,,PacificWest,1962.0,1772.0,PW26027781,3.0,North Tustin,3.0,2026-02-06,,2025-12-18,2025-10-24,CA,True,1.0,One,32200.0,3.0,False,2.0,Tustin Unified,92705,0.0,32200.0,CRMLS,CRMLS_CRM,False,False,False
Malibu,BeverlyHillsGreaterLa,Wood,False,False,4799000.0,1152540638,2026-02-03,5100000.0,Mimi,Stevens-Torp,34.04277,-118.497509,250 20th Street,Residential,1987.0,4799000.0,80,Compass,Compass,Compass,Mimi Stevens-Torp,Jonathan,Torp,CLW-X20356,Susan,Kastner,,1152540638,C14 - Santa Monica,Los Angeles,Closed,,2.0,SingleFamilyResidence,0.2055,,BeverlyHillsGreaterLa,1948.0,250.0,26648653,3.0,Santa Monica,3.0,2026-02-03,,2026-02-03,2025-11-15,CA,True,1.0,One,8953.0,,False,,,90402,,8953.0,CRMLS,CRMLS_CL,False,False,False
SouthwestRiversideCounty,SouthwestRiversideCounty,,True,True,469000.0,1152539373,2026-02-17,355000.0,Joe,Adair,33.745659,-116.903908,25894 Fore,Residential,1994.0,469000.0,0,Feigen Realty Group,Feigen Realty Group,,Joe Adair,,,HMADAIJO,Joe,Adair,,1152539373,SRCAR - Southwest Riverside County,Riverside,Closed,True,2.0,SingleFamilyResidence,0.17,,SouthwestRiversideCounty,1976.0,25894.0,SW26027023,2.0,Hemet,3.0,2026-02-17,,2026-02-05,2026-02-05,CA,True,1.0,One,7405.0,3.0,False,2.0,Hemet Unified,92544,0.0,7405.0,CRMLS,CRMLS_CRM,False,False,False
Downey,Downey,,False,False,710000.0,1152538603,2026-02-26,710000.0,Robert,Marin,33.87728,-118.369155,2308 Curtis,Residential,1142.0,710000.0,0,Keller Williams Larchmont,Keller Williams Larchmont,,Robert Marin,,,DWMARROB,Robert,Marin,Monthly,1152538603,151 - N Redondo Bch/Villas North,Los Angeles,Closed,True,2.0,Condominium,0.1721,,Downey,1974.0,2308.0,DW26028239,2.0,Redondo Beach,2.0,2026-02-26,,2026-02-06,2026-02-02,CA,True,2.0,Two,7498.0,2.0,False,2.0,Redondo Unified,90278,300.0,7498.0,CRMLS,CRMLS_CRM,False,False,False
Mlslistings,Mlslistings,,False,,1498000.0,1152533930,2026-02-06,1650000.0,Alice,Sun,37.25688529,-121.81611888,104 Cherry Blossom Drive,Residential,1720.0,1498000.0,0,Keller Williams Thrive,Compass,Keller Williams Thrive,Alice Sun,Sharon,Wang,ML5103466,Sunaina,Arora,,1152533930,699 - Not Defined,Santa Clara,Closed,True,2.0,SingleFamilyResidence,0.1377,,Mlslistings,1975.0,104.0,ML82030647,2.0,San Jose,4.0,2026-02-06,Astha,2026-02-06,2026-02-06,CA,True,,,6000.0,,False,2.0,Other,95123,,6000.0,CRMLS,CRMLS_MLSL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,False,4995000.0,1152533741,2026-02-27,5500000.0,Ron,Wynn,34.01625,-118.464335,2432 22nd Street,Residential,4193.0,4995000.0,17,Compass,Carolwood Estates,Compass,Ron Wynn,Ali,Fallahassady,CLW-C134114,Amir Zac,Mostame,,1152533741,C14 - Santa Monica,Los Angeles,Closed,False,2.0,SingleFamilyResidence,0.1554,,BeverlyHillsGreaterLa,2026.0,2432.0,26640813,7.0,Santa Monica,6.0,2026-02-27,,2026-02-23,2026-02-06,CA,True,2.0,Two,6769.0,,False,,Santa Monica-Malibu Unified,90405,,6769.0,CRMLS,CRMLS_CL,False,False,False
Mrmls,SanDiego,,True,False,1649000.0,1152531593,2026-02-27,1649000.0,Clayton,Connolly,32.97355224,-117.09775048,10720 Old Saybrook Dr,Residential,2457.0,1649000.0,19,"eXp Realty of California, Inc.",ROA California Inc,,Clayton Connolly,,,SAND-181186,Tiffany,Bull-Enriquez,,1152531593,92129 - Rancho Penasquitos,San Diego,Closed,,4.0,SingleFamilyResidence,0.35,Rancho Penasquitos,Mrmls,1982.0,10720.0,260002995SD,3.0,San Diego,4.0,2026-02-27,,2026-02-25,2026-02-06,CA,True,2.0,Two,15246.0,,False,2.0,,92129,,15246.0,CRMLS,CRMLS_SAND,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,False,995000.0,1152530695,2026-02-06,1000000.0,Letty,Vermeulen Hernandez,34.017227,-118.307472,3804 S Hobart Boulevard,Residential,1362.0,995000.0,21,Aspire Los Angeles,Compass,,Letty Vermeulen Hernandez,,,CLW-C133088,Erin,Keegan,,1152530695,C34 - Los Angeles Southwest,Los Angeles,Closed,,0.0,SingleFamilyResidence,0.1101,,OutOfAreaBoard,1912.0,3804.0,25622997,1.0,Los Angeles,3.0,2026-02-06,Benjamin,2026-02-06,2026-01-16,CA,False,2.0,Two,4795.0,,False,,,90062,,4795.0,CRMLS,CRMLS_CL,False,False,False
BeverlyHillsGreaterLa,BeverlyHillsGreaterLa,Wood,False,False,1349000.0,1152529825,2026-02-26,1305000.0,Sean,McMillan,34.025092,-118.425241,3173 S Bentley Avenue,Residential,1249.0,1349000.0,1,Heyler Realty,Shelburn Realty Corporation,Heyler Realty,Sean McMillan,Jae,Wu,CLW-C143003,Brooke,Besquin,,1152529825,C13 - Palms - Mar Vista,Los Angeles,Closed,,0.0,SingleFamilyResidence,0.1326,,BeverlyHillsGreaterLa,1951.0,3173.0,26648303,1.0,Los Angeles,3.0,2026-02-26,,2026-02-06,2026-02-05,CA,False,1.0,One,5777.0,,False,,Los Angeles Unified,90034,,5777.0,CRMLS,CRMLS_CL,False,False,False
Delta,Oakland,SeeRemarks,,False,625000.0,1152528290,2026-02-27,620000.0,Melissa,Westfall,38.00522965,-121.71975763,1474 Rutherford Ln,Residential,1976.0,625000.0,6,Opendoor Brokerage Inc.,WR Properties,,Melissa Westfall,,,BMLS-R01975760,Misa,Tanaka,,1152528290,,Contra Costa,Closed,True,2.0,SingleFamilyResidence,0.182,,Delta,1990.0,1474.0,41123266,3.0,Oakley,4.0,2026-02-27,,2026-02-12,2026-02-06,CA,True,2.0,Two,7930.0,,False,2.0,,94561,,7930.0,CRMLS,CRMLS_BMLS,False,False,False
Mlslistings,ContraCosta,"Carpet,Wood",,False,1565000.0,1152528287,2026-02-23,1650000.0,Gerry,Price,37.92219472,-122.03471485,324 York Court,Residential,2277.0,1565000.0,3,BHHS Drysdale Properties,Golden Gate Sotheby's International Realty,,Gerry Price,,,CCBE-MLL5068369,Janet,Cacharelis,,1152528287,,Contra Costa,Closed,True,3.0,SingleFamilyResidence,0.2388,YGNACIO VALLEY,Mlslistings,1976.0,324.0,41123264,2.0,Walnut Creek,4.0,2026-02-23,,2026-02-15,2026-02-12,CA,True,1.0,One,10400.0,,False,3.0,,94598-2356,,10400.0,CRMLS,CRMLS_CCBE,False,False,False
Conejo,Conejo,Carpet,True,False,2500000.0,1152527093,2026-02-03,2500000.0,Lindsay,Richardson,34.146602,-118.872402,1624 Bushgrove Court,Residential,3561.0,2500000.0,0,"Engel & Voelkers, Westlake Village","Engel & Voelkers, Westlake Village","Engel & Voelkers, Westlake Village",Lindsay Richardson,Stacy,Richardson,VCR-C159051823,Lindsay,Richardson,Quarterly,1152527093,WV - Westlake Village,Ventura,Closed,,3.0,SingleFamilyResidence,0.28,Meadows/Sherwood-796 - 796,Conejo,1998.0,1624.0,226000593,4.0,Lake Sherwood,5.0,2026-02-03,Stacy,2025-12-10,2026-02-06,CA,True,2.0,Two,12196.0,,,3.0,,91361,875.0,12196.0,CRMLS,CRMLS_VCR,False,False,False
